id,name,created_at
11,서울특별시,2025.1.12 23:51
26,부산광역시,2025.1.12 23:51
27,대구광역시,2025.1.12 23:51
28,인천광역시,2025.1.12 23:51
29,광주광역시,2025.1.12 23:51
30,대전광역시,2025.1.12 23:51
31,울산광역시,2025.1.12 23:51
36,세종특별자치시,2025.1.12 23:51
41,경기도,2025.1.12 23:51
43,충청북도,2025.1.12 23:51
44,충청남도,2025.1.12 23:51
46,전라남도,2025.1.12 23:51
47,경상북도,2025.1.12 23:51
48,경상남도,2025.1.12 23:51
50,제주특별자치도,2025.1.12 23:51
51,강원특별자치도,2025.1.12 23:51
52,전북특별자치도,2025.1.12 23:51
